precio,ambientes,no_baños,terreno_m2,año_constr,no_dormitorios,area_constr_m2,estacionamientos,latitud,longitud,tipo_de_propiedad,ciudad,zona
125900.0,7.0,3,228.0,2022,3,185.0,2,-17.716,-63.149,Casa,Santa Cruz de la Sierra,Norte
125900.0,7.0,3,228.0,2022,3,185.0,2,-17.716,-63.149,Casa,Santa Cruz de la Sierra,Norte
124900.0,10.0,2,182.47,2022,3,182.47,0,-17.831,-63.178,Casa,Santa Cruz de la Sierra,Sur
127000.0,7.135416666666667,3,240.0,2000,4,220.0,0,-17.889,-63.29,Casa,Santa Cruz de la Sierra,Sur
127500.0,6.0,3,162.94,2022,3,215.67,1,-17.809,-63.136,Casa,Santa Cruz de la Sierra,Este
127565.0,7.135416666666667,2,106.0,2024,3,106.0,0,-17.763,-63.178,Departamento,Santa Cruz de la Sierra,Norte
127565.0,7.135416666666667,2,106.0,2024,3,106.0,0,-17.763,-63.178,Departamento,Santa Cruz de la Sierra,Norte
127565.0,7.135416666666667,2,106.0,2024,3,106.0,0,-17.763,-63.178,Departamento,Santa Cruz de la Sierra,Norte
127687.0,6.0,2,88.06,2022,2,88.06,0,-17.766,-63.192,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
128000.0,8.0,3,430.21,2011,3,216.0,2,-17.839,-63.194,Casa,Santa Cruz de la Sierra,Sur
128397.0,7.135416666666667,2,101.0,2025,3,101.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
129000.0,7.135416666666667,2,133.0,2017,3,133.0,1,-17.793,-63.224,Departamento,Santa Cruz de la Sierra,Oeste
130000.0,7.135416666666667,2,78.0,2021,2,78.0,1,-17.766,-63.199,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
130000.0,6.0,3,280.0,2022,3,190.0,0,-17.849,-63.187,Casa,Santa Cruz de la Sierra,Sur
130000.0,7.135416666666667,2,417.58,2010,7,221.0,3,-17.793,-63.129,Casa,Santa Cruz de la Sierra,Sureste
130000.0,6.0,2,720.0,2018,4,250.0,0,-17.832,-63.113,Casa,Santa Cruz de la Sierra,Sur
130000.0,7.135416666666667,3,400.0,2015,4,147.0,0,-17.688,-63.143,Casa,Santa Cruz de la Sierra,Norte
130000.0,7.135416666666667,2,148.0,2015,3,148.0,0,-17.789,-63.175,Departamento,Santa Cruz de la Sierra,Centro (Casco Viejo)
130000.0,8.0,3,366.0,2019,3,238.0,0,-17.75,-63.097,Casa,Santa Cruz de la Sierra,Este
130000.0,7.135416666666667,4,480.0,2010,5,319.0,0,-17.724,-63.153,Casa,Santa Cruz de la Sierra,Norte
130000.0,9.0,2,366.0,2016,3,134.0,0,-17.768,-63.104,Casa,Santa Cruz de la Sierra,Este
130000.0,8.0,2,678.81,2000,5,160.0,0,-17.843,-63.151,Casa,Santa Cruz de la Sierra,Sur
130000.0,7.0,3,360.0,2002,4,180.0,6,-17.803,-63.115,Casa,Santa Cruz de la Sierra,Este
130000.0,6.0,2,300.0,2000,3,150.0,2,-17.755,-63.092,Casa,Santa Cruz de la Sierra,Noroeste
50000.0,5.0,1,252.0,2016,3,98.0,0,-17.878,-63.246,Casa,Santa Cruz de la Sierra,Sur
50022.0,7.135416666666667,1,55.0,2023,1,55.0,0,-17.767,-63.246,Departamento,Porongo,Urubo
50022.0,7.135416666666667,1,55.0,2023,1,55.0,0,-17.767,-63.246,Departamento,Porongo,Urubo
50022.0,7.135416666666667,1,55.0,2023,1,55.0,0,-17.767,-63.246,Departamento,Porongo,Urubo
50022.0,7.135416666666667,1,55.0,2023,1,55.0,0,-17.767,-63.246,Departamento,Porongo,Urubo
50000.0,7.135416666666667,1,53.0,2004,2,53.0,0,-17.768,-63.169,Departamento,Santa Cruz de la Sierra,Norte
50000.0,5.0,1,72.5,2018,2,72.5,0,-17.741,-63.175,Departamento,Santa Cruz de la Sierra,Norte
50170.0,7.135416666666667,1,37.0,2024,1,37.0,0,-17.765,-63.194,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
50544.0,7.135416666666667,1,56.0,2023,1,56.0,0,-17.767,-63.246,Departamento,Porongo,Urubo
50544.0,7.135416666666667,1,56.0,2023,1,56.0,0,-17.767,-63.246,Departamento,Porongo,Urubo
51000.0,6.0,2,200.0,2015,2,120.0,0,-17.753,-63.083,Casa,Santa Cruz de la Sierra,Este
51000.0,5.0,1,357.0,2022,2,78.0,0,-17.601,-63.185,Casa,Santa Cruz de la Sierra,Norte
51210.0,7.135416666666667,1,37.0,2024,1,37.0,0,-17.765,-63.194,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
51401.0,7.135416666666667,1,45.69,2024,1,45.69,0,-17.765,-63.174,Departamento,Santa Cruz de la Sierra,Norte
51401.0,7.135416666666667,1,45.69,2024,1,45.69,0,-17.765,-63.174,Departamento,Santa Cruz de la Sierra,Norte
52000.0,7.135416666666667,1,56.0,2014,1,56.0,1,-17.794,-63.165,Departamento,Santa Cruz de la Sierra,Sureste
52000.0,2.0,1,42.0,2015,1,42.0,0,-17.76,-63.174,Estudio/Monoambiente,Santa Cruz de la Sierra,Norte
52000.0,7.135416666666667,2,78.0,2022,2,78.0,0,-17.765,-63.035,Casa,Santa Cruz de la Sierra,Oeste
52000.0,7.135416666666667,2,275.0,2006,3,275.0,0,-17.685,-63.161,Casa,Santa Cruz de la Sierra,Norte
52363.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
52363.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
52363.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
52363.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
52363.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
52400.0,7.135416666666667,1,39.0,2024,1,39.0,0,-17.765,-63.194,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
53000.0,6.0,2,180.0,2022,3,100.0,0,-17.667,-63.174,Casa,Santa Cruz de la Sierra,Norte
53000.0,7.135416666666667,1,360.0,2021,3,85.0,0,-17.787,-63.148,Casa,Santa Cruz de la Sierra,Sur
53390.0,7.135416666666667,2,44.0,2022,1,44.0,0,-17.763,-63.18,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53818.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,2,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,2,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,2,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,2,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
53852.0,7.135416666666667,2,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54310.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
54500.0,7.135416666666667,1,38.65,2021,1,38.65,1,-17.773,-63.189,Departamento,Santa Cruz de la Sierra,Norte
54900.0,3.0,1,69.0,2009,2,69.0,0,-17.777,-63.212,Departamento,Santa Cruz de la Sierra,Oeste
54925.0,4.0,1,44.05,2022,1,44.05,0,-17.783,-63.171,Departamento,Santa Cruz de la Sierra,Centro (Casco Viejo)
55000.0,7.135416666666667,2,288.0,2019,3,123.0,2,-17.756,-63.062,Casa,Santa Cruz de la Sierra,Este
55000.0,6.0,2,59.56,2005,2,59.56,1,-17.772,-63.173,Departamento,Santa Cruz de la Sierra,Norte
55000.0,8.0,2,250.0,2018,8,110.0,0,-17.806,-63.081,Casa,Santa Cruz de la Sierra,Este
55000.0,3.0,1,300.0,2015,3,57.0,0,-17.782,-63.117,Casa,Santa Cruz de la Sierra,Este
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55349.0,7.135416666666667,1,42.0,2025,1,42.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
55370.0,7.135416666666667,1,41.0,2025,1,41.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
56000.0,7.135416666666667,1,57.0,2017,2,57.0,0,-17.734,-63.157,Departamento,Santa Cruz de la Sierra,Norte
56000.0,7.135416666666667,2,80.0,2013,2,80.0,1,-17.76,-63.126,Departamento,Santa Cruz de la Sierra,Este
56050.0,7.135416666666667,2,87.0,2022,2,87.0,0,-17.765,-63.035,Casa,Santa Cruz de la Sierra,Oeste
56577.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
56577.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
56577.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
56577.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
56577.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
56577.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
56577.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
57000.0,7.135416666666667,2,315.0,2023,3,100.0,0,-17.796,-63.066,Casa,Santa Cruz de la Sierra,Este
57000.0,2.0,2,330.0,2015,3,158.6,0,-17.584,-63.098,Casa,Santa Cruz de la Sierra,Norte
57500.0,6.0,2,225.0,2022,3,115.0,0,-17.858,-63.145,Casa,Santa Cruz de la Sierra,Sur
57500.0,7.135416666666667,2,225.0,2022,3,115.0,0,-17.858,-63.144,Casa,Santa Cruz de la Sierra,Sur
57800.0,6.0,1,47.59,2021,1,47.59,0,-17.768,-63.195,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
58000.0,5.0,1,337.0,2013,2,76.0,0,-17.867,-63.141,Casa,Santa Cruz de la Sierra,Sur
58000.0,7.135416666666667,1,65.0,2014,2,65.0,0,-17.714,-63.165,Departamento,Santa Cruz de la Sierra,Norte
58000.0,7.135416666666667,1,41.0,2023,1,41.0,0,-17.763,-63.179,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58186.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58681.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58681.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58681.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58681.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58681.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58681.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58682.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58682.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58682.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58682.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
58682.0,7.135416666666667,1,44.0,2025,1,44.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
59000.0,5.0,2,11.362,2020,2,58.0,0,-17.765,-63.273,Casa,Porongo,Urubo
59000.0,7.135416666666667,2,350.0,2019,3,115.0,4,-17.754,-63.065,Casa,Santa Cruz de la Sierra,Este
59000.0,7.135416666666667,1,240.0,2017,3,72.0,2,-17.842,-63.126,Casa,Santa Cruz de la Sierra,Este
59000.0,3.0,2,360.0,2019,3,280.0,0,-17.898,-63.278,Casa,Santa Cruz de la Sierra,Suroeste
59000.0,7.0,2,288.0,2021,3,128.0,0,-17.753,-63.067,Casa,Santa Cruz de la Sierra,Este
59131.0,3.0,2,68.95,2022,2,68.95,0,-17.808,-63.221,Departamento,Santa Cruz de la Sierra,Oeste
59131.0,3.0,2,68.95,2022,2,68.95,0,-17.808,-63.221,Departamento,Santa Cruz de la Sierra,Oeste
59131.0,3.0,2,68.95,2022,2,68.95,0,-17.808,-63.221,Departamento,Santa Cruz de la Sierra,Oeste
59000.0,6.0,3,110.0,2010,3,110.0,1,-17.737,-63.173,Departamento,Santa Cruz de la Sierra,Norte
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.78,-63.249,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.78,-63.249,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.78,-63.249,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.78,-63.249,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.78,-63.249,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.78,-63.249,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.78,-63.249,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.749,-63.235,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.749,-63.235,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.749,-63.235,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.749,-63.235,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.749,-63.235,Departamento,Porongo,Urubo
59994.0,7.135416666666667,2,54.54,2023,1,54.54,0,-17.749,-63.235,Departamento,Porongo,Urubo
60000.0,7.135416666666667,2,300.0,2022,3,75.0,3,-17.849,-63.143,Casa,Santa Cruz de la Sierra,Sur
60000.0,3.0,1,43.0,2016,1,43.0,1,-17.733,-63.154,Departamento,Santa Cruz de la Sierra,Norte
60000.0,6.0,2,254.76,2012,3,80.0,1,-17.801,-63.08,Casa,Santa Cruz de la Sierra,Este
60000.0,7.0,2,402.86,2009,3,92.0,0,-17.761,-63.073,Casa,Santa Cruz de la Sierra,Este
60000.0,7.135416666666667,3,195.0,2010,3,195.0,0,-17.772,-63.191,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
60000.0,6.0,3,250.0,2016,3,190.0,1,-17.581,-63.114,Casa,Santa Cruz de la Sierra,Norte
60000.0,7.0,2,300.0,2019,3,160.0,0,-17.586,-63.134,Casa,Santa Cruz de la Sierra,Norte
60000.0,11.0,2,300.0,2018,6,140.0,2,-17.9,-63.276,Casa,Santa Cruz de la Sierra,Sur
60000.0,3.0,1,65.43,2023,1,65.43,0,-17.754,-63.194,Departamento,Santa Cruz de la Sierra,Noreste
60000.0,7.135416666666667,2,457.0,2021,3,80.0,0,-17.747,-63.098,Casa,Santa Cruz de la Sierra,Sur
61000.0,7.135416666666667,1,80.55,2019,2,80.55,0,-17.83,-63.178,Departamento,Santa Cruz de la Sierra,Sur
61000.0,7.135416666666667,1,80.55,2019,2,80.55,0,-17.83,-63.179,Departamento,Santa Cruz de la Sierra,Sur
61000.0,7.135416666666667,1,80.55,2019,2,80.55,0,-17.83,-63.18,Departamento,Santa Cruz de la Sierra,Sur
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61232.0,7.135416666666667,1,46.0,2025,1,46.0,0,-17.768,-63.178,Departamento,Santa Cruz de la Sierra,Norte
61800.0,7.135416666666667,2,64.1,2022,2,64.1,0,-17.789,-63.227,Departamento,Santa Cruz de la Sierra,Oeste
61936.0,7.135416666666667,1,44.24,2023,1,44.24,0,-17.765,-63.174,Departamento,Santa Cruz de la Sierra,Norte
62000.0,4.0,1,69.43,2007,2,69.43,1,-17.791,-63.218,Departamento,Santa Cruz de la Sierra,Oeste
62000.0,3.0,1,45.58,2019,1,45.58,0,-17.764,-63.192,Departamento,Santa Cruz de la Sierra,Equipetrol/NorOeste
62500.0,3.0,2,164.0,2018,3,105.0,2,-17.836,-63.244,Casa,Santa Cruz de la Sierra,Oeste
62500.0,7.135416666666667,3,180.0,2019,3,120.0,0,-17.662,-63.171,Casa,Santa Cruz de la Sierra,Norte
63000.0,7.135416666666667,1,84.0,2019,2,84.0,0,-17.829,-63.178,Departamento,Santa Cruz de la Sierra,Sur
63000.0,7.135416666666667,1,84.0,2019,3,84.0,0,-17.83,-63.178,Departamento,Santa Cruz de la Sierra,Sur
63000.0,4.0,1,64.77,2019,2,64.77,0,-17.738,-63.157,Departamento,Santa Cruz de la Sierra,Norte
63000.0,7.135416666666667,1,84.0,2020,2,84.0,0,-17.829,-63.179,Departamento,Santa Cruz de la Sierra,Sur
63000.0,7.135416666666667,1,84.0,2019,2,84.0,0,-17.829,-63.179,Departamento,Santa Cruz de la Sierra,Sur
63000.0,5.0,1,50.5,2017,2,50.5,1,-17.796,-63.195,Departamento,Santa Cruz de la Sierra,Urbari
63000.0,7.135416666666667,2,372.0,2000,3,163.0,0,-17.828,-63.206,Casa,Santa Cruz de la Sierra,Sur
63000.0,3.0,1,42.62,2023,1,42.62,0,-17.754,-63.194,Departamento,Santa Cruz de la Sierra,Noreste
63000.0,6.0,2,205.0,2015,6,95.0,1,-17.831,-63.243,Casa,Santa Cruz de la Sierra,Oeste
63384.0,4.0,1,52.95,2022,1,52.95,0,-17.783,-63.171,Departamento,Santa Cruz de la Sierra,Centro (Casco Viejo)
64000.0,4.0,2,109.75,2013,2,109.75,0,-17.748,-63.171,Departamento,Santa Cruz de la Sierra,Norte
64500.0,2.0,1,44.05,2022,1,44.05,0,-17.762,-63.179,Departamento,Santa Cruz de la Sierra,Norte
